sample_id,size,gc,md5,organism,taxid,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,primary_cluster_id,primary_dist,secondary_cluster_id,secondary_dist
CP014925,38125,41.16196721,fc30deed504fd9cfcd95fce272bb4b2f,Lactobacillus paracollinoides,240427,rep_cluster_2119,CP005948,MOBP,NC_021227_00007,,,,,,AE899,0.06,AO769,0.025
CP014913,50174,40.3635349,6b05bc26559ed7ecef06abe9412f7514,Lactobacillus paracollinoides,240427,"rep_cluster_2119,rep_cluster_707","CP005948,002175__NC_017468_00016",MOBP,NC_021227_00007,,,,,,AE899,0.06,AO769,0.025
CP014923,13546,39.34002658,e6b715fdbf24d3a43bf98e05f818594a,Lactobacillus paracollinoides,240427,-,-,-,-,,,,,,AE900,0.06,AO770,0.025
CP014630,10507,36.88969259,251a0bed5c1317b622238ec62bb6be8f,Lactobacillus backii,375175,-,-,-,-,,,,,,AE901,0.06,AO774,0.025
CP010527,15174,39.6797153,4a3495cc3bed940bf18ce54044da1fc4,Lactobacillus plantarum subsp. plantarum P-8,767468,-,-,-,-,,,,,,AE901,0.06,AO771,0.025
CP025695,6512,36.39434889,9ab2ecb23e60868add116a01097b7b1d,Lactobacillus plantarum,1590,-,-,-,-,,,,,,AE901,0.06,AO773,0.025
CP035026,23009,39.20205137,9371d84042688c60a6b7a84586bf10ce,Lactobacillus plantarum,1590,-,-,-,-,,,,,,AE901,0.06,AO771,0.025
CP035030,23009,39.20205137,9371d84042688c60a6b7a84586bf10ce,Lactobacillus plantarum,1590,-,-,-,-,,,,,,AE901,0.06,AO771,0.025
NC_006278,7222,36.73497646,82dd5c15d06c28e337af834167d6f6e4,Lactobacillus plantarum,1590,-,-,-,-,,,,,,AE901,0.06,AO772,0.025
CP014886,34047,37.94460599,7e939027af68ffbf5846e1ef70f3f40b,Lactobacillus backii,375175,"rep_cluster_1244,rep_cluster_1511","000552__NC_021528_00011,000855__CP012277",MOBP,NC_015979_00031,,,,,,AE902,0.06,AO775,0.025
CP014894,33159,39.81724419,d3cfef10ee6140def52de056bb62a087,Lactobacillus backii,375175,rep_cluster_1511,000855__CP012277,MOBP,NC_015979_00031,,,,,,AE902,0.06,AO775,0.025
CP012277,19671,40.46566011,0ba126ce6d5c545471446558a3178375,Pediococcus damnosus,51663,rep_cluster_1511,000855__CP012277,-,-,,,,,,AE903,0.06,AO776,0.025
CP012289,21309,40.43831245,00d88c0c59fd265225e6c2a8ed0d57ce,Pediococcus damnosus,51663,rep_cluster_1511,000855__CP012277,-,-,,,,,,AE903,0.06,AO776,0.025
CP012271,17502,41.75522797,87f2674b3bf1b72c66833c997a3ed3d1,Pediococcus damnosus,51663,-,-,-,-,,,,,,AE903,0.06,AO776,0.025
CP004376,97240,62.90312629,730969c21679c82b911b1918be7fe6ce,Mycobacteroides abscessus subsp. bolletii 50594,1303024,-,-,MOBF,NC_021279_00070,,,,,,AE904,0.06,AO777,0.025
NC_021279,97240,62.90312629,730969c21679c82b911b1918be7fe6ce,Mycobacteroides abscessus subsp. bolletii 50594,1303024,-,-,MOBF,NC_021279_00070,,,,,,AE904,0.06,AO777,0.025
KR997898,116415,66.73796332,b05ab00a2a0529d8936cbebc820c3cd9,Mycobacterium avium subsp. hominissuis,439334,rep_cluster_519,001893__CP006836,MOBF,KR997898_00063,,,,,,AE905,0.06,AO778,0.025
AF312688,22688,65.47954866,a5476d6fc80d1783e78e7fa916061696,Mycobacterium celatum,28045,-,-,-,-,,,,,,AE906,0.06,AO779,0.025
CP002477,130055,67.23770712,da107c6b68e3490ac14621a883f701ae,Streptomyces pratensis ATCC 33331,591167,-,-,-,-,,,,,,AE907,0.06,AO780,0.025
NC_016115,130055,67.23770712,da107c6b68e3490ac14621a883f701ae,Streptomyces pratensis ATCC 33331,591167,-,-,-,-,,,,,,AE907,0.06,AO780,0.025
CP034881,3208,27.52493766,c29ae124974d505414c02389cfb71096,Buchnera aphidicola (Brachycaudus cardui),557993,-,-,-,-,,,,,,AE908,0.06,AO781,0.025
CP034872,3384,21.54255319,37cb45929111529ea579db23aa67e380,Buchnera aphidicola (Lipaphis pseudobrassicae),1258543,-,-,-,-,,,,,,AE909,0.06,AO782,0.025
CP034878,3246,27.01786815,2e31d94f14fcef77d564740e3d04703e,Buchnera aphidicola (Hyperomyzus lactucae),1241860,-,-,-,-,,,,,,AE910,0.06,AO783,0.025
AP001070,7258,30.61449435,e0a497e7651814c5eb0a390b2d5fd7be,Buchnera aphidicola str. APS (Acyrthosiphon pisum),107806,-,-,-,-,,,,,,AE911,0.06,AO784,0.025
NC_002252,7258,30.61449435,e0a497e7651814c5eb0a390b2d5fd7be,Buchnera aphidicola str. APS (Acyrthosiphon pisum),107806,-,-,-,-,,,,,,AE911,0.06,AO784,0.025
CP002647,3645,25.76131687,85400b91cce3af5b3a4573b994164ae6,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),1005090,rep_cluster_2487,000089__NC_017258_00003,-,-,,,,,,AE912,0.06,AO785,0.025
NC_017258,3645,25.76131687,85400b91cce3af5b3a4573b994164ae6,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),1005090,rep_cluster_2487,000089__NC_017258_00003,-,-,,,,,,AE912,0.06,AO785,0.025
CP034857,3671,25.98746935,7be7c9cacf919567e94409066b878a12,Buchnera aphidicola (Sitobion avenae),571428,-,-,-,-,,,,,,AE913,0.06,AO786,0.025
CP034869,3169,25.5601136,0a59f3f96eb956e09f64b937085017ff,Buchnera aphidicola (Macrosiphum gaurae),2315801,-,-,-,-,,,,,,AE914,0.06,AO787,0.025
CP034893,3264,25.73529412,cf3fdc663687a0375ddeed7a5d128871,Buchnera aphidicola (Acyrthosiphon lactucae),1241832,-,-,-,-,,,,,,AE915,0.06,AO788,0.025
AB473550,2467,58.20835022,f4c1bc03ae6d99afab7365461d6fef31,Deinococcus radiopugnans ATCC 19172,585398,-,-,-,-,,,,,,AE916,0.06,AO789,0.025
NC_011746,2467,58.20835022,f4c1bc03ae6d99afab7365461d6fef31,Deinococcus radiopugnans ATCC 19172,585398,-,-,-,-,,,,,,AE916,0.06,AO789,0.025
AF033858,19515,34.10197284,92d622392b7aeed28ef26cf9e3af0351,Pediococcus pentosaceus,1255,rep_cluster_640,002095__NC_001277_00006,MOBP,NC_002126_00002,,,,,,AE917,0.06,AO790,0.025
AF069302,19533,34.11662315,140b7f40690972a808a146e5162e380f,Pediococcus pentosaceus,1255,rep_cluster_640,002095__NC_001277_00006,MOBP,NC_002126_00002,,,,,,AE917,0.06,AO790,0.025
NC_001277,19515,34.10197284,92d622392b7aeed28ef26cf9e3af0351,Pediococcus pentosaceus,1255,rep_cluster_640,002095__NC_001277_00006,MOBP,NC_002126_00002,,,,,,AE917,0.06,AO790,0.025
NC_002126,19533,34.11662315,140b7f40690972a808a146e5162e380f,Pediococcus pentosaceus,1255,rep_cluster_640,002095__NC_001277_00006,MOBP,NC_002126_00002,,,,,,AE917,0.06,AO790,0.025
CP005983,5018,39.1590275,46e4722f86e462370a37cc7465efac2c,Lactobacillus brevis BSO 464,1334191,rep_cluster_1299,000616__NC_019233_00001,MOBP,CP014333_00023,,,,,,AE918,0.06,AO791,0.025
CP031184,3546,43.65482234,75233a80d1337adf38669241b7334e03,Lactobacillus brevis,1580,rep_cluster_1299,000616__NC_019233_00001,MOBP,CP014333_00023,,,,,,AE918,0.06,AO792,0.025
CP029970,4364,42.55270394,5c0ffc33a5a665cd3dc2b339151b86df,Lactobacillus curvatus,28038,rep_cluster_1299,000616__NC_019233_00001,MOBP,CP014333_00023,,,,,,AE918,0.06,AO793,0.025
CP019984,39286,36.70009673,a4f9aa16b8c98f51bcb55ee19dfc5ddb,Pediococcus inopinatus,114090,rep_cluster_1267,000581__CP011953_00002,MOBP,CP014333_00023,,,,,,AE919,0.06,AO794,0.025
CP004356,85023,54.37705092,f7cc2b609fca7446a9360fe8b6fd17dc,Corynebacterium callunae DSM 20147,1121353,rep_cluster_1076,000324__CP004356_00036,MOBF,NC_020553_00069,,,,,,AE920,0.06,AO795,0.025
NC_020553,85023,54.37705092,f7cc2b609fca7446a9360fe8b6fd17dc,Corynebacterium callunae DSM 20147,1121353,rep_cluster_1076,000324__CP004356_00036,MOBF,NC_020553_00069,,,,,,AE920,0.06,AO795,0.025
AP005226,48672,56.4040927,a9a91a9b6b5b80cddcc5616ba8499260,Corynebacterium efficiens YS-314,196164,-,-,MOBF,NC_004320_00015,,,,,,AE921,0.06,AO796,0.025
NC_004320,48672,56.4040927,a9a91a9b6b5b80cddcc5616ba8499260,Corynebacterium efficiens YS-314,196164,-,-,MOBF,NC_004320_00015,,,,,,AE921,0.06,AO796,0.025
AJ344068,116580,58.6275519,15a2cb6c11c8221d3b3b76446c9a7dc9,Pseudomonas putida,303,IncP,000167__AJ344068_00003,MOBF,NC_003350_00125,,,,,,AE922,0.06,AO797,0.025
NC_003350,116580,58.6275519,15a2cb6c11c8221d3b3b76446c9a7dc9,Pseudomonas putida,303,IncP,000167__AJ344068_00003,MOBF,NC_003350_00125,,,,,,AE922,0.06,AO797,0.025
CP042181,116559,58.63983047,891be4d050eeb971656132767a2914f2,Pseudomonas sp. KBS0802,2578115,IncP,000167__AJ344068_00003,MOBF,NC_003350_00125,,,,,,AE922,0.06,AO797,0.025
LN713927,157450,52.16386154,6c335071f1e1a0ef8d56c104d28ba94d,Pseudomonas fluorescens SBW25,216595,-,-,MOBH,CP017887_00113,,,,,,AE923,0.06,AO798,0.025
CP001136,43703,57.32558406,5611b7d3b7087123adcefa398d625ce5,Edwardsiella tarda EIB202,498217,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO799,0.025
NC_013509,43703,57.32558406,5611b7d3b7087123adcefa398d625ce5,Edwardsiella tarda EIB202,498217,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO799,0.025
CP030081,39601,58.07681624,af9c071187f5292e06ba2a01029c8071,Enterobacter hormaechei,158836,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO800,0.025
CP013795,45766,55.04086003,2e4cf4abe1d871ad006da18af3e0c097,Piscirickettsia salmonis,1238,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO799,0.025
CP013814,45767,55.04184238,d4472d70efd162a1a4c631a156dda354,Piscirickettsia salmonis,1238,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO799,0.025
CP013819,45767,55.04184238,d4472d70efd162a1a4c631a156dda354,Piscirickettsia salmonis,1238,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO799,0.025
MG456577,50001,57.37685246,9711aa70b3f4db3c555b2f75809387e4,Vibrio alginolyticus,663,rep_cluster_294,001602__NC_013509_00025,MOBP,NC_013509_00046,,,,,,AE924,0.06,AO800,0.025
CP013800,20368,53.07835821,643fcc953b751049925287f7ea76e203,Piscirickettsia salmonis,1238,rep_cluster_294,001602__NC_013509_00025,-,-,,,,,,AE925,0.06,AO801,0.025
FO082822,15430,62.09332469,63169c5ef29a37a499c7b6d210325097,Rhizobium sp. NT-26,1125847,-,-,MOBQ,FO082822_00001,,,,,,AE926,0.06,AO802,0.025
CP017579,40279,62.52141314,bd414af911bcbe22328f51b31408d046,Sphingomonas melonis TY,621456,rep_cluster_1170,000451__CP017579,MOBQ,CP013918_00033,,,,,,AE927,0.06,AO803,0.025
CP042948,113164,50.15729384,fb557ecca1d0dd22fd618e854c4a5be0,Escherichia coli,562,"IncFIA,IncFIB","CP022610_00144,000101__NZ_CP012345_00042",MOBF,CP042948_00076,,,,,,AE928,0.06,AO808,0.025
CP030780,80632,54.2377716,4371bb34dda79090236e8d0dfa2c0374,Escherichia albertii,208962,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO804,0.025
CP021212,90229,54.55119751,6e1e7dc83c5903d7ebf64a2335b17e43,Escherichia coli B171,344601,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO804,0.025
CP023348,88757,51.79309801,cd3c7c2ef0624c44870b9f984f41faf1,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO807,0.025
CP024250,99099,53.7896447,03a6df9581b8e8f2d170c1a5859b711a,Escherichia coli O182:H21,2048779,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO805,0.025
CP024669,110612,51.26026109,37b8c374744d8c5fa253b6a43a5d77bf,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO807,0.025
CP025898,79888,51.73618065,fa4e70d9005e90421fe7e56f7922ac62,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO805,0.025
CP025909,83017,51.91105436,66d519e5c99faca86a4bb226286ae875,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO807,0.025
CP025912,92548,51.80338851,5d8e82ca3aa4b4958ba7e4c067cd2cc1,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO807,0.025
CP025918,76877,52.46822847,c2257f0bfb0d407df790f37ee2baed7a,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO807,0.025
CP025922,83017,51.91105436,927d145237e57169b62cc3b24254ff25,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO807,0.025
LT985275,91487,54.0688841,27c500a4ebc0c73d5057e70cf27919a8,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO809,0.025
MH450052,85355,54.35182473,0da5ecd7f8d363d9a7365efef6c7a9de,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO806,0.025
MH450053,81277,53.57727278,948cbffbf2ad113d4ce93675f0c0c502,Escherichia coli,562,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO806,0.025
KT754161,83692,53.03613249,62f46268e58bfea705a0919be8042dba,Shigella dysenteriae 1,984897,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE928,0.06,AO804,0.025
CP020338,95633,54.38708396,64adb1d59f272285b3969aa936ca3dbb,Shigella flexneri 4c,1617964,"IncFII,IncI-gamma/K1","JN232517,CP003290",MOBF,NC_022333_00006,,,,,,AE928,0.06,AO810,0.025
CP024244,152012,49.43228166,fc42a2ff18a91d782baee725a13a8da4,Escherichia coli O128:H27,2048776,"IncFIA,IncFIB","000136__AP014877_00014,000096__NC_019117_00097",MOBF,NC_022333_00006,,,,,,AE929,0.06,AO811,0.025
CP024977,62669,51.60765291,ab47786251501e1a5c9265c67a7814fd,Escherichia coli,562,"IncFII,IncI-gamma/K1","000129__CP018340,MF344576","MOBF,MOBF","CP042948_00076,NC_020306_00007",,,,,,AE930,0.06,AO813,0.025
CP025885,68971,50.54008206,4f695b67190e843f1bbf25caa32a7d29,Escherichia coli,562,"IncFII,IncI-gamma/K1","000129__CP018340,MF344576",MOBF,NC_022333_00006,,,,,,AE930,0.06,AO812,0.025
CP000796,34367,51.61637617,40500372738ddca011c682612060de7d,Escherichia coli O139:H28 str. E24377A,331111,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE931,0.06,AO814,0.025
NC_009787,34367,51.61637617,40500372738ddca011c682612060de7d,Escherichia coli O139:H28 str. E24377A,331111,IncFIA,000136__AP014877_00014,MOBF,NC_022333_00006,,,,,,AE931,0.06,AO814,0.025
CP027106,106432,49.89382892,d1d8610bca617d78249af81194451d46,Escherichia coli,562,"IncFIA,IncFIB,IncFII","000136__AP014877_00014,000096__NC_019117_00097,000127__CP009275","MOBF,MOBF,MOBP","NC_020306_00007,NC_022333_00006,NC_021819_00066",,,,,,AE932,0.06,AO815,0.025
KU950310,111158,54.17603771,29f794f05b20c42e394c34882ec785f4,Pseudomonas syringae pv. actinidiae,103796,-,-,MOBP,JX891462,,,,,,AE933,0.06,AO816,0.025
KX009059,130386,54.55340297,ac0d12d73006de812c8e687172602c1c,Pseudomonas syringae pv. actinidiae,103796,-,-,MOBP,JX891462,,,,,,AE933,0.06,AO816,0.025
LT963396,127474,54.82372876,f0985433a597ced5f4db200a7d029956,Pseudomonas cerasi,1583341,rep_cluster_1269,000582__NC_021250_00072,"MOBP,MOBP","CP026563_00069,LT963396_00056",,,,,,AE933,0.06,AO817,0.025
KX893538,133709,53.90811389,a848f848e8e16e5b13c9a4f8715a185d,Pseudomonas fluorescens,294,rep_cluster_1269,000582__NC_021250_00072,MOBP,JX891462,,,,,,AE934,0.06,AO818,0.025
MH061177,144433,55.17367915,0ab8a884f8246232cef3ff7271de74a1,Pseudomonas fluorescens,294,rep_cluster_1269,000582__NC_021250_00072,MOBP,JX891462,,,,,,AE934,0.06,AO819,0.025
CP034782,328214,55.40135399,e9b4823e6e050c952715a99b00b175cf,Pseudomonas sp. MPC6,2498848,-,-,MOBP,JX891462,,,,,,AE935,0.06,AO820,0.025
CP031075,37069,30.21122771,fe2793e2da05eadbe1eba781e6db8a4c,Bacillus mycoides,1405,rep_cluster_163,DQ242517,-,-,,,,,,AE936,0.06,AO822,0.025
CP043834,53355,30.48449068,02f777115710c4770d374ba43ec98b6a,Bacillus sp. BS98,2608254,rep_cluster_459,001806__CP020436_00025,-,-,,,,,,AE936,0.06,AO821,0.025
CP020436,51747,30.16020252,aed2187b17d976aaf513f6da862ceffb,Bacillus sp. FDAARGOS_235,1839798,rep_cluster_459,001806__CP020436_00025,-,-,,,,,,AE936,0.06,AO821,0.025
AP019370,68835,30.12711557,9bfebf5f74ddc0701b50b38ef3547510,Silvanigrellales bacterium RF1110005,2493639,-,-,MOBF,AP019370_00032,,,,,,AE937,0.06,AO823,0.025
AP019369,79496,31.19779612,09e07c7eeec63f1ba074217297866694,Silvanigrellales bacterium RF1110005,2493639,-,-,-,-,,,,,,AE938,0.06,AO824,0.025
GU198194,6114,37.47137717,87bbd68858e73f7f708489be031e10df,Pseudoalteromonas sp. BSi20327,383749,rep_cluster_659,002114__GU198194,-,-,,,,,,AE939,0.06,AO825,0.025
NC_013636,6114,37.47137717,87bbd68858e73f7f708489be031e10df,Pseudoalteromonas sp. BSi20327,383749,rep_cluster_659,002114__GU198194,-,-,,,,,,AE939,0.06,AO825,0.025
CP042124,2731,35.07872574,c98438d04e61826532cc4122cfee08ce,Staphylococcus aureus,1280,-,-,-,-,,,,,,AE940,0.06,AO826,0.025
CP042021,3928,36.20162933,02723f4826b8adfcdd49a8cf6ac4fced,Staphylococcus aureus,1280,-,-,-,-,,,,,,AE941,0.06,AO827,0.025
CP042115,3597,35.36280234,980cdfed68f12b999c8e7b804c7d1e82,Staphylococcus aureus,1280,-,-,-,-,,,,,,AE942,0.06,AO828,0.025
CP042125,7823,32.9029784,e30b3e8f3a912184d2a9f680c90fb304,Staphylococcus aureus,1280,-,-,-,-,,,,,,AE943,0.06,AO829,0.025
CP000635,130435,56.23107295,ac0144c1aabeded9dff41bc1d7658ede,Agrobacterium vitis S4,311402,rep_cluster_491,001859__NC_011991_00001,MOBQ,NC_011991_00036,,,,,,AE944,0.06,AO830,0.025
NC_011991,130435,56.23107295,ac0144c1aabeded9dff41bc1d7658ede,Agrobacterium vitis S4,311402,rep_cluster_491,001859__NC_011991_00001,MOBQ,NC_011991_00036,,,,,,AE944,0.06,AO830,0.025
CP007070,251612,57.32357757,d168a51d290cb85cd57c5c855c5c39bd,Rhizobium leguminosarum bv. trifolii CB782,1033991,rep_cluster_593,002020__CP007070_00014,MOBQ,NC_011981_00054,,,,,,AE945,0.06,AO831,0.025
CP032924,183311,58.06798283,511905920b84230736917aab7cc3e38c,Agrobacterium tumefaciens,358,rep_cluster_592,002019__JX683454_00001,MOBQ,CP032924_00160,,,,,,AE946,0.06,AO832,0.025
AY312235,4449,36.997078,1bc0c163b6db54ce25095f336dfbfebe,Streptococcus thermophilus,1308,rep_cluster_321,001632__CP000420_00003,MOBT,AY312235_00003,,,,,,AE947,0.06,AO833,0.025
CP000420,4449,36.997078,2d81b6895de192a09aae6e4266d05a9b,Streptococcus thermophilus LMD-9,322159,rep_cluster_321,001632__CP000420_00003,MOBT,AY312235_00003,,,,,,AE947,0.06,AO833,0.025
NC_005323,4449,36.997078,1bc0c163b6db54ce25095f336dfbfebe,Streptococcus thermophilus,1308,rep_cluster_321,001632__CP000420_00003,MOBT,AY312235_00003,,,,,,AE947,0.06,AO833,0.025
NC_008500,4449,36.997078,2d81b6895de192a09aae6e4266d05a9b,Streptococcus thermophilus LMD-9,322159,rep_cluster_321,001632__CP000420_00003,MOBT,AY312235_00003,,,,,,AE947,0.06,AO833,0.025
KX785325,6326,35.06165033,46f2cd9740fe8a8459a71fec6653f70a,Streptococcus suis,1307,-,-,MOBT,KX785325_00001,,,,,,AE948,0.06,AO834,0.025
CP000639,78730,56.76108218,b9e032aaf6027d1935d0a78919fd35b4,Agrobacterium vitis S4,311402,rep_cluster_502,001874__CP000639_00001,-,-,,,,,,AE949,0.06,AO835,0.025
NC_011986,78730,56.76108218,b9e032aaf6027d1935d0a78919fd35b4,Agrobacterium vitis S4,311402,rep_cluster_502,001874__CP000639_00001,-,-,,,,,,AE949,0.06,AO835,0.025
CP039892,70848,55.77997967,47f666a770a8ec6c96db3a44fc2dbc03,Agrobacterium tumefaciens,358,-,-,-,-,,,,,,AE950,0.06,AO836,0.025
AY300023,6286,33.50302259,f36c4c0cc95ca43162be455667a7f984,Avibacterium paragallinarum,728,rep_cluster_1075,000323__AY300023_00001,-,-,,,,,,AE951,0.06,AO837,0.025
NC_005245,6286,33.50302259,f36c4c0cc95ca43162be455667a7f984,Avibacterium paragallinarum,728,rep_cluster_1075,000323__AY300023_00001,-,-,,,,,,AE951,0.06,AO837,0.025
CP002072,7228,33.52241284,dc590958967eaaaeda03fb17bd958b90,Helicobacter pylori Sat464,794851,rep_cluster_137,000691__NC_020556_00001,MOBP,NC_017356_00003,,,,,,AE952,0.06,AO838,0.025
NC_017356,7228,33.52241284,dc590958967eaaaeda03fb17bd958b90,Helicobacter pylori Sat464,794851,rep_cluster_137,000691__NC_020556_00001,MOBP,NC_017356_00003,,,,,,AE952,0.06,AO838,0.025
CP032029,5381,31.12804311,dddcb786ec9ee7413827cad5eff2a0d5,Helicobacter pylori,210,-,-,-,-,,,,,,AE953,0.06,AO839,0.025
CP005086,195308,59.84240277,5a62b540faee2a949c054663c2bf359d,Sphingobium sp. TKS,1315974,-,-,MOBP,CP005086_00186,,,,,,AE954,0.06,AO840,0.025
KM017071,219885,61.2169998,0f6a9f3900dd2b0cc92c1de86f9dc759,Sphingomonas sp. JE1,1628059,-,-,MOBP,CP005086_00186,,,,,,AE955,0.06,AO841,0.025
LT853886,30469,57.88834553,32ff8e56243157f4e3c090a95dfac8f9,Xanthomonas fragariae,48664,rep_cluster_1417,000757__CP016831_00022,"MOBP,MOBP","NC_007507_00032,CP016831_00030",,,,,,AE956,0.06,AO842,0.025
FP340277,27212,57.34234896,19f171911869e1603081eb5c8047211d,Xanthomonas albilineans,29447,rep_cluster_1417,000756__NC_017555_00034,MOBP,CP016831_00030,,,,,,AE956,0.06,AO844,0.025
CP016831,29232,57.76546251,58615381da7e63945b80d16c8ac4351d,Xanthomonas fragariae,48664,rep_cluster_1417,000757__CP016831_00022,MOBP,CP016831_00030,,,,,,AE956,0.06,AO842,0.025
CP016834,29138,57.80424188,e86b413926440fb02226038ae9965a69,Xanthomonas fragariae,48664,rep_cluster_1417,000757__CP016831_00022,MOBP,CP016831_00030,,,,,,AE956,0.06,AO842,0.025
LT853883,29233,57.77032805,a804e43eda49ca5822ddb5edca385412,Xanthomonas fragariae,48664,rep_cluster_1417,000757__CP016831_00022,MOBP,CP016831_00030,,,,,,AE956,0.06,AO842,0.025
CP033203,25634,57.29109776,5e8b21f64797e8cc8bbb9dce062ceed4,Xanthomonas oryzae pv. oryzae,64187,rep_cluster_1417,000756__NC_017555_00034,MOBP,CP016831_00030,,,,,,AE956,0.06,AO843,0.025
CP031579,44231,48.59261604,c1ab447c8fad3763ad54a962ce01ce6d,Klebsiella pneumoniae,573,-,-,-,-,,,,,,AE957,0.06,AO845,0.025
CP037443,113520,51.47903453,971880e75657ae00b42c5721abd9ce97,Klebsiella sp. PO552,1972757,rep_cluster_2470,CP037443_00001,-,-,,,,,,AE958,0.06,AO846,0.025
AY648696,4661,31.45247801,3d21e2d3f8760cdda834986612ded014,Leuconostoc mesenteroides,1245,rep_cluster_1953,001398__CP012010,-,-,,,,,,AE959,0.06,AO847,0.025
NC_007207,4661,31.45247801,3d21e2d3f8760cdda834986612ded014,Leuconostoc mesenteroides,1245,rep_cluster_1953,001398__CP012010,-,-,,,,,,AE959,0.06,AO847,0.025
AB360637,4312,34.57792208,f1fd4716261df1b94aedf344e45df259,Leuconostoc citreum,33964,rep_cluster_1977,001418__EU784088,-,-,,,,,,AE960,0.06,AO848,0.025
CP024928,4312,34.57792208,f1fd4716261df1b94aedf344e45df259,Leuconostoc citreum,33964,rep_cluster_1977,001418__EU784088,-,-,,,,,,AE960,0.06,AO848,0.025
EU784088,3338,33.22348712,f5d3c5099ee0009631a59f62377f95d5,Leuconostoc citreum,33964,rep_cluster_1977,001418__EU784088,-,-,,,,,,AE960,0.06,AO848,0.025
FJ040197,3338,33.22348712,f5d3c5099ee0009631a59f62377f95d5,Leuconostoc citreum,33964,rep_cluster_1977,001418__EU784088,-,-,,,,,,AE960,0.06,AO848,0.025
NC_010312,4312,34.57792208,f1fd4716261df1b94aedf344e45df259,Leuconostoc citreum,33964,rep_cluster_1977,001418__EU784088,-,-,,,,,,AE960,0.06,AO848,0.025
NC_012562,3338,33.22348712,f5d3c5099ee0009631a59f62377f95d5,Leuconostoc citreum,33964,rep_cluster_1977,001418__EU784088,-,-,,,,,,AE960,0.06,AO848,0.025
MH067971,90618,59.08208082,7e8c6817a96b1b1e9fa31d67304ad115,Arthrobacter sp.,1667,-,-,MOBP,MH067971_00070,,,,,,AE961,0.06,AO849,0.025
MH067977,43280,60.77865065,76b4ab7a94cf732ba81162139b36261a,Arthrobacter sp.,1667,-,-,-,-,,,,,,AE962,0.06,AO850,0.025
MH067969,64347,61.75734688,3406dd48431d4bfc93ba62ee2cc1e5c7,Arthrobacter sp.,1667,-,-,MOBF,MH067969_00038,,,,,,AE963,0.06,AO851,0.025
MH067976,84207,59.81094208,a74cde854dfb5cf17a79c33eb01bbb78,Arthrobacter sp.,1667,-,-,MOBF,MH067969_00038,,,,,,AE964,0.06,AO852,0.025
AY171301,33038,47.23954235,6d31bf5a477f03939c276cabad3ce344,Bacteroides thetaiotaomicron VPI-5482,226186,rep_cluster_1702,001112__AY171301_00035,MOBB,AY171301_00009,,,,,,AE965,0.06,AO853,0.025
NC_004703,33038,47.23954235,6d31bf5a477f03939c276cabad3ce344,Bacteroides thetaiotaomicron VPI-5482,226186,rep_cluster_1702,001112__AY171301_00035,MOBB,AY171301_00009,,,,,,AE965,0.06,AO853,0.025
AP019726,119377,41.97123399,4ade1a742f55a7bc6519012193c4bdd1,Bacteroides uniformis,820,rep_cluster_1702,001112__AY171301_00035,-,-,,,,,,AE966,0.06,AO854,0.025
